timeStamp,jointName,position.x,position.y,position.z,rotation.x,rotation.y,rotation.z,rotation.w
1.42302,FullBody_Start,0.1206342,-0.8620637,-0.3151762,0,0.08000922,0,0.9967942
1.42302,FullBody_Hips,0.1206342,0.06192321,-0.3151762,0.6039608,-0.5285543,-0.4389155,0.4039988
1.42302,FullBody_SpineLower,0.1287365,0.08573967,-0.3440648,0.5933018,-0.5404915,-0.4307729,0.41267
1.42302,FullBody_SpineMiddle,0.1194243,0.1941214,-0.3221728,0.5933018,-0.5404915,-0.4307729,0.41267
1.42302,FullBody_SpineUpper,0.120669,0.305714,-0.3356032,0.5933018,-0.5404915,-0.4307729,0.41267
1.42302,Hand_Thumb3,0.1074235,0.4875868,-0.3067729,0.5933018,-0.5404915,-0.4307729,0.41267
1.42302,Hand_Index1,0.08583674,0.6017404,-0.2446028,0.6519039,-0.4606062,-0.5313576,0.2837649
1.42302,FullBody_Head,0.08505902,0.665509,-0.2141091,0.5789815,-0.5494698,-0.485087,0.3571469
1.42302,Hand_Index3,0.04863385,0.5321447,-0.2131538,0.6993269,-0.2742872,0.259436,0.6069609
1.42302,Hand_Middle1,-0.05326969,0.5828363,-0.3378361,0.6970525,-0.1976052,0.1733285,0.6671036
1.42302,FullBody_LeftArmUpper,-0.06630769,0.5533839,-0.3454089,0.4555108,0.1091483,0.4244156,0.7748988
1.42302,Body_LeftArmLower,-0.224215,0.3588295,-0.4016298,0.4090422,0.2282278,0.1991245,0.8607823
1.42302,Body_LeftHandWristTwist,-0.4146073,0.2355093,-0.3517498,0.4361402,0.269726,0.2253003,0.8284138
1.42302,Body_RightShoulder,0.1026569,0.5334955,-0.1968852,0.6663124,-0.0321669,-0.104384,-0.7376294
1.42302,Body_RightScapula,0.2539869,0.5905495,-0.2453048,0.6997101,0.05104797,-0.01358813,-0.7124712
1.42302,Hand_Pinky0,0.2703772,0.5618281,-0.244016,0.7204973,-0.2563459,0.3169265,-0.5610062
1.42302,Body_RightArmLower,0.4418313,0.3755428,-0.2010484,0.7629703,-0.05201996,0.4567891,-0.4544383
1.42302,FullBody_RightHandWristTwist,0.5785012,0.2604304,-0.0526731,0.7564855,-0.1076605,0.4796121,-0.431406
1.42302,Hand_Pinky3,-0.4591239,0.207959,-0.3173943,0.9271865,0.3264602,-0.1273444,0.1324095
1.42302,Hand_MaxSkinnable,-0.4329758,0.2288041,-0.3296278,0.9271865,0.3264602,-0.1273444,0.1324095
1.42302,Body_LeftHandThumbMetacarpal,-0.4429181,0.2048547,-0.2916301,0.6513578,0.1742775,-0.5871016,-0.4479645
1.42302,Hand_MiddleTip,-0.4504756,0.1820796,-0.2732209,0.7181926,0.2275554,-0.5034567,-0.423024
1.42302,Hand_RingTip,-0.4627196,0.1584149,-0.2565404,0.6303805,0.2539519,-0.5281891,-0.5090632
1.42302,Body_LeftHandThumbTip,-0.4688416,0.1465825,-0.2482001,0.6303805,0.2539519,-0.5281891,-0.5090632
1.42302,Hand_End,-0.4498947,0.2070366,-0.3005607,0.9271865,0.3264602,-0.1273444,0.1324095
1.42302,Body_LeftHandIndexProximal,-0.4927146,0.1798403,-0.2792864,0.8625979,0.4813715,-0.1363538,0.07492648
1.42302,FullBody_LeftHandIndexIntermediate,-0.5103332,0.1512617,-0.268442,0.788667,0.5961363,-0.1291399,0.07712859
1.42302,FullBody_LeftHandIndexDistal,-0.5161186,0.1304539,-0.2617579,0.7536222,0.645537,-0.1022032,0.06992879
1.42302,Body_LeftHandIndexTip,-0.5190113,0.1200499,-0.2584158,0.7536222,0.645537,-0.1022032,0.06992879
1.42302,Body_LeftHandMiddleMetacarpal,-0.4729465,0.1892152,-0.304597,0.9271865,0.3264602,-0.1273444,0.1324095
1.42302,FullBody_LeftHandMiddleProximal,-0.498346,0.1766914,-0.299044,0.8554813,0.4975243,-0.09775142,0.1051948
1.42302,FullBody_LeftHandMiddleIntermediate,-0.5177462,0.1435209,-0.2881857,0.7834108,0.6047827,-0.1021734,0.1003294
1.42302,Body_LeftHandMiddleDistal,-0.5240915,0.1197623,-0.280973,0.7561374,0.6370494,-0.08480396,0.1234208
1.42302,FullBody_LeftHandMiddleTip,-0.5272642,0.107883,-0.2773667,0.7561374,0.6370494,-0.08480396,0.1234208
1.42302,Body_LeftHandRingMetacarpal,-0.4558916,0.2015207,-0.3312882,0.9271865,0.3264602,-0.1273444,0.1324095
1.42302,FullBody_LeftHandRingProximal,-0.4937693,0.1717336,-0.3171755,0.8510286,0.5077848,-0.01859159,0.1325116
1.42302,FullBody_LeftHandRingIntermediate,-0.5113126,0.1405604,-0.3111459,0.7690283,0.6189865,-0.02070492,0.1581848
1.42302,FullBody_LeftHandRingDistal,-0.5170686,0.1171888,-0.3055179,0.698468,0.6918209,-0.06010708,0.1729552
1.42302,Body_LeftHandRingTip,-0.5199466,0.1055028,-0.3027039,0.698468,0.6918209,-0.06010708,0.1729552
1.42302,Body_LeftHandLittleMetacarpal,-0.4544901,0.1970655,-0.3379295,0.8820355,0.3779532,0.07201372,0.2719906
1.42302,FullBody_LeftHandLittleProximal,-0.4843829,0.1670891,-0.3345913,0.8317594,0.5195037,0.0004687011,0.1956837
1.42302,Body_LeftHandLittleIntermediate,-0.497535,0.1423876,-0.3288035,0.7554068,0.6198477,0.03115514,0.2101876
1.42302,FullBody_LeftHandLittleDistal,-0.5018739,0.1244462,-0.3247696,0.6871652,0.6860218,-0.03258557,0.2368889
1.42302,Body_LeftHandLittleTip,-0.5040432,0.1154755,-0.3227527,0.6871652,0.6860218,-0.03258557,0.2368889
1.42302,FullBody_RightHandPalm,0.5978734,0.2344753,0.0009222031,0.0295792,0.3923659,0.3284045,-0.858676
