eyePosition,direction,boardPosition,relativeBoardPosition,timeStamp,object
(-0.01, 0.00, 0.01),(0.04, -0.72, 0.69),(-14.79, 11.34, 0.00),(0.49, 0.51),28.26526,Background_EyeArea
(-0.01, 0.00, 0.00),(0.03, -0.73, 0.69),(-25.82, 4.97, 0.00),(0.49, 0.50),28.46121,Background_EyeArea
(0.01, 0.00, 0.00),(0.05, -0.72, 0.69),(17.93, 6.84, 0.00),(0.51, 0.51),28.51009,Copenhagen_EyeArea
(0.01, 0.00, 0.00),(0.05, -0.72, 0.69),(25.15, 5.78, 0.00),(0.51, 0.51),28.53151,Copenhagen_EyeArea
(0.01, 0.00, 0.00),(0.05, -0.72, 0.69),(26.43, 10.54, 0.00),(0.51, 0.51),28.57283,Copenhagen_EyeArea
(0.01, 0.00, 0.01),(0.05, -0.72, 0.69),(28.98, 15.95, 0.00),(0.52, 0.51),28.61354,Copenhagen_EyeArea
(0.00, 0.00, 0.01),(0.03, -0.72, 0.69),(7.28, 15.93, 0.00),(0.50, 0.51),28.63017,Copenhagen_EyeArea
(0.00, 0.00, 0.01),(0.04, -0.72, 0.69),(11.68, 21.06, 0.00),(0.51, 0.52),28.67548,Copenhagen_EyeArea
(0.00, 0.00, 0.01),(0.02, -0.72, 0.69),(-5.65, 19.32, 0.00),(0.50, 0.52),28.6884,Copenhagen_EyeArea
(0.00, 0.00, 0.01),(0.02, -0.72, 0.69),(-4.44, 31.63, 0.00),(0.50, 0.53),28.72,Copenhagen_EyeArea
(0.00, 0.00, 0.01),(0.03, -0.72, 0.69),(1.18, 28.91, 0.00),(0.50, 0.53),28.74983,Copenhagen_EyeArea
(0.00, 0.00, 0.01),(0.03, -0.72, 0.70),(3.35, 35.42, 0.00),(0.50, 0.53),28.79203,Copenhagen_EyeArea
(0.00, 0.00, 0.01),(0.03, -0.73, 0.69),(10.99, 15.55, 0.00),(0.51, 0.51),28.82348,Copenhagen_EyeArea
(0.01, 0.00, 0.00),(0.03, -0.73, 0.69),(13.55, 10.36, 0.00),(0.51, 0.51),28.86236,Copenhagen_EyeArea
(0.01, 0.00, 0.00),(0.03, -0.73, 0.68),(12.87, -6.78, 0.00),(0.51, 0.49),28.88779,Background_EyeArea
(0.01, 0.00, 0.00),(0.03, -0.74, 0.68),(12.61, -7.49, 0.00),(0.51, 0.49),28.93367,Background_EyeArea
(0.01, 0.00, 0.00),(0.03, -0.73, 0.68),(14.87, -1.23, 0.00),(0.51, 0.50),28.98174,Copenhagen_EyeArea
(0.00, 0.00, 0.00),(0.02, -0.73, 0.68),(7.28, -2.07, 0.00),(0.50, 0.50),29.01937,Copenhagen_EyeArea
(0.00, 0.00, 0.00),(0.03, -0.74, 0.68),(11.75, -5.92, 0.00),(0.51, 0.49),29.05232,Background_EyeArea
(0.00, 0.00, 0.00),(0.03, -0.74, 0.67),(11.99, -7.01, 0.00),(0.51, 0.49),29.07577,Background_EyeArea
(0.00, 0.00, 0.00),(0.02, -0.74, 0.68),(-4.85, -2.53, 0.00),(0.50, 0.50),29.09589,Copenhagen_EyeArea
(0.00, 0.00, 0.00),(0.02, -0.73, 0.68),(-10.20, 11.52, 0.00),(0.49, 0.51),29.13887,Copenhagen_EyeArea
(0.00, 0.00, 0.01),(0.02, -0.73, 0.68),(-12.38, 17.71, 0.00),(0.49, 0.52),29.18144,Copenhagen_EyeArea
(0.00, 0.00, 0.01),(0.02, -0.73, 0.68),(-8.50, 15.05, 0.00),(0.50, 0.51),29.20327,Copenhagen_EyeArea
(0.02, 0.00, 0.02),(0.06, -0.72, 0.69),(45.84, 40.40, 0.00),(0.52, 0.54),29.23161,Background_EyeArea
(0.02, 0.00, 0.02),(0.07, -0.73, 0.68),(47.02, 37.17, 0.00),(0.52, 0.53),29.2807,Background_EyeArea
(0.02, 0.00, 0.01),(0.07, -0.73, 0.68),(44.19, 31.78, 0.00),(0.52, 0.53),29.32471,Background_EyeArea
(0.02, 0.00, 0.01),(0.08, -0.73, 0.68),(56.87, 31.70, 0.00),(0.53, 0.53),29.35365,Background_EyeArea
(0.02, 0.00, 0.01),(0.08, -0.73, 0.67),(55.65, 21.63, 0.00),(0.53, 0.52),29.3711,Background_EyeArea
(0.02, 0.00, 0.01),(0.08, -0.74, 0.67),(57.27, 13.91, 0.00),(0.53, 0.51),29.38367,Background_EyeArea
(0.02, 0.00, 0.00),(0.09, -0.74, 0.66),(55.12, 5.42, 0.00),(0.53, 0.51),29.42564,Background_EyeArea
(0.02, 0.00, 0.00),(0.09, -0.75, 0.66),(51.73, -1.46, 0.00),(0.53, 0.50),29.46769,Background_EyeArea
(0.02, 0.00, 0.00),(0.08, -0.75, 0.66),(51.16, 0.26, 0.00),(0.53, 0.50),29.49594,Background_EyeArea
(0.02, 0.00, 0.00),(0.08, -0.75, 0.65),(50.04, 5.45, 0.00),(0.53, 0.51),29.52212,Background_EyeArea
(0.02, 0.00, 0.00),(0.08, -0.75, 0.65),(42.19, -2.21, 0.00),(0.52, 0.50),29.54376,Background_EyeArea
(-0.01, 0.00, -0.01),(0.02, -0.77, 0.64),(-31.91, -28.96, 0.00),(0.48, 0.47),29.56825,Background_EyeArea
(-0.09, 0.00, -0.05),(-0.15, -0.80, 0.58),(-228.48, -117.07, 0.00),(0.38, 0.39),29.60651,Background_EyeArea
