eyePosition,direction,boardPosition,relativeBoardPosition,timeStamp,object
(-0.03, 0.00, 0.01),(0.06, -0.84, 0.53),(-73.38, 26.74, 0.00),(0.46, 0.52),33.68715,Background_EyeArea
(-0.04, 0.00, 0.01),(0.04, -0.85, 0.53),(-102.81, 26.69, 0.00),(0.45, 0.52),33.93832,City_Berlin
(-0.04, 0.00, 0.01),(0.04, -0.85, 0.53),(-98.07, 32.10, 0.00),(0.45, 0.53),33.9672,City_Berlin
(-0.04, 0.00, 0.01),(0.03, -0.85, 0.53),(-105.68, 32.25, 0.00),(0.44, 0.53),34.09863,City_Berlin
(-0.04, 0.00, 0.00),(0.04, -0.85, 0.53),(-92.29, 11.51, 0.00),(0.45, 0.51),34.14552,City_Berlin
(-0.05, 0.00, 0.01),(0.03, -0.85, 0.53),(-112.51, 16.39, 0.00),(0.44, 0.52),34.25918,City_Berlin
(-0.05, 0.04, -0.01),(0.03, -0.85, 0.53),(-109.79, 33.39, 0.00),(0.44, 0.53),34.35387,Card_CityCard
(-0.05, 0.05, -0.02),(0.03, -0.84, 0.54),(-111.29, 39.93, 0.00),(0.44, 0.54),34.37601,Card_CityCard
(-0.04, 0.05, -0.02),(0.04, -0.84, 0.53),(-103.49, 35.29, 0.00),(0.45, 0.53),34.44172,Card_CityCard
(-0.04, 0.00, 0.00),(0.04, -0.85, 0.52),(-102.84, 8.83, 0.00),(0.45, 0.51),34.52874,City_Berlin
(-0.04, 0.00, 0.02),(0.04, -0.84, 0.55),(-89.68, 57.95, 0.00),(0.45, 0.55),34.6904,Background_EyeArea
(-0.03, 0.05, 0.00),(0.06, -0.83, 0.56),(-60.64, 74.29, 0.00),(0.47, 0.57),34.71451,Card_CityCard
(-0.03, 0.05, 0.00),(0.04, -0.83, 0.56),(-76.97, 75.21, 0.00),(0.46, 0.57),34.84834,Card_CityCard
(-0.05, 0.00, 0.02),(0.02, -0.83, 0.56),(-112.54, 58.59, 0.00),(0.44, 0.55),34.86201,Background_EyeArea
(-0.06, 0.00, 0.02),(0.00, -0.83, 0.56),(-138.36, 49.85, 0.00),(0.43, 0.55),34.94107,Background_EyeArea
(-0.07, 0.00, 0.04),(-0.03, -0.82, 0.57),(-176.10, 88.45, 0.00),(0.41, 0.58),35.02769,Background_EyeArea
(-0.09, 0.00, 0.03),(-0.06, -0.82, 0.57),(-222.86, 84.42, 0.00),(0.38, 0.58),35.16933,Background_EyeArea
(-0.10, 0.05, -0.03),(-0.10, -0.85, 0.52),(-265.22, 0.42, 0.00),(0.36, 0.50),35.1944,Card_CityCard
(-0.07, 0.05, 0.00),(-0.06, -0.83, 0.56),(-192.12, 71.97, 0.00),(0.40, 0.57),35.27432,Card_CityCard
(-0.08, 0.00, 0.01),(-0.08, -0.84, 0.53),(-205.05, 31.33, 0.00),(0.39, 0.53),35.37209,Background_EyeArea
(-0.07, 0.00, 0.01),(-0.06, -0.84, 0.54),(-166.40, 36.22, 0.00),(0.41, 0.53),35.46604,Background_EyeArea
(-0.06, 0.00, 0.01),(-0.05, -0.84, 0.53),(-150.82, 20.92, 0.00),(0.42, 0.52),35.58286,Background_EyeArea
(-0.07, 0.05, -0.01),(-0.06, -0.83, 0.55),(-180.57, 66.95, 0.00),(0.41, 0.56),35.61837,Card_CityCard
(-0.06, 0.05, -0.01),(-0.03, -0.84, 0.55),(-142.84, 50.93, 0.00),(0.43, 0.55),35.82493,Card_CityCard
(-0.05, 0.00, 0.02),(-0.02, -0.84, 0.55),(-117.80, 55.28, 0.00),(0.44, 0.55),35.84865,Background_EyeArea
(-0.04, 0.00, 0.02),(-0.01, -0.84, 0.54),(-95.40, 40.28, 0.00),(0.45, 0.54),35.98952,Background_EyeArea
(-0.04, 0.05, 0.00),(-0.01, -0.83, 0.56),(-110.03, 86.09, 0.00),(0.44, 0.58),36.05058,Card_CityCard
(-0.05, 0.05, 0.00),(-0.02, -0.83, 0.56),(-126.08, 71.98, 0.00),(0.43, 0.57),36.12877,Card_CityCard
(-0.06, 0.00, 0.02),(-0.04, -0.84, 0.54),(-156.32, 43.54, 0.00),(0.42, 0.54),36.20318,Background_EyeArea
(-0.06, 0.00, 0.01),(-0.03, -0.84, 0.54),(-142.32, 34.31, 0.00),(0.43, 0.53),36.29226,Background_EyeArea
(-0.08, 0.00, 0.02),(-0.06, -0.83, 0.55),(-192.11, 55.66, 0.00),(0.40, 0.55),36.38356,City_Geneva
(-0.08, 0.05, -0.02),(-0.07, -0.84, 0.55),(-201.50, 44.70, 0.00),(0.40, 0.54),36.48844,Card_CityCard
(-0.08, 0.00, 0.02),(-0.07, -0.83, 0.55),(-204.22, 51.39, 0.00),(0.39, 0.55),36.57055,City_Geneva
(-0.09, 0.00, 0.02),(-0.08, -0.83, 0.55),(-218.83, 59.38, 0.00),(0.39, 0.55),36.66526,City_Geneva
(-0.09, 0.00, 0.03),(-0.08, -0.83, 0.55),(-229.00, 64.17, 0.00),(0.38, 0.56),36.73922,City_Geneva
(-0.10, 0.00, 0.03),(-0.09, -0.83, 0.55),(-242.22, 61.92, 0.00),(0.37, 0.56),36.79998,Background_EyeArea
(-0.09, 0.00, 0.02),(-0.08, -0.83, 0.55),(-229.14, 59.27, 0.00),(0.38, 0.55),36.88535,City_Geneva
(-0.09, 0.00, 0.03),(-0.08, -0.83, 0.55),(-228.85, 67.66, 0.00),(0.38, 0.56),36.98654,City_Geneva
(-0.10, 0.00, 0.02),(-0.08, -0.83, 0.55),(-241.81, 50.51, 0.00),(0.37, 0.55),37.06995,Background_EyeArea
(-0.10, 0.00, 0.02),(-0.08, -0.83, 0.55),(-243.68, 54.19, 0.00),(0.37, 0.55),37.16082,Background_EyeArea
(-0.10, 0.00, 0.03),(-0.08, -0.83, 0.55),(-239.14, 68.65, 0.00),(0.38, 0.56),37.23582,Background_EyeArea
(-0.09, 0.00, 0.02),(-0.08, -0.83, 0.55),(-230.85, 46.70, 0.00),(0.38, 0.54),37.30536,City_Geneva
(-0.09, 0.00, 0.02),(-0.07, -0.83, 0.55),(-226.69, 55.26, 0.00),(0.38, 0.55),37.3957,City_Geneva
(-0.10, 0.00, 0.03),(-0.08, -0.83, 0.55),(-239.51, 63.25, 0.00),(0.38, 0.56),37.49145,Background_EyeArea
(-0.09, 0.00, 0.03),(-0.07, -0.83, 0.55),(-226.83, 66.45, 0.00),(0.38, 0.56),37.57219,City_Geneva
(-0.10, 0.00, 0.03),(-0.08, -0.83, 0.56),(-237.73, 73.38, 0.00),(0.38, 0.57),37.64548,Background_EyeArea
(-0.09, 0.00, 0.02),(-0.08, -0.83, 0.55),(-227.44, 59.50, 0.00),(0.38, 0.56),37.73641,City_Geneva
(-0.07, 0.00, 0.00),(-0.05, -0.85, 0.53),(-183.88, 6.76, 0.00),(0.40, 0.51),37.80598,Background_EyeArea
(-0.08, 0.00, 0.00),(-0.05, -0.85, 0.53),(-188.85, 5.11, 0.00),(0.40, 0.50),37.88449,Background_EyeArea
(-0.08, 0.00, 0.00),(-0.05, -0.85, 0.53),(-191.64, 0.35, 0.00),(0.40, 0.50),37.97359,Background_EyeArea
(-0.08, 0.00, 0.01),(-0.05, -0.84, 0.54),(-190.18, 25.12, 0.00),(0.40, 0.52),38.08073,Background_EyeArea
(-0.08, 0.00, 0.00),(-0.05, -0.85, 0.52),(-188.24, -6.49, 0.00),(0.40, 0.49),38.16755,Background_EyeArea
(-0.07, 0.00, 0.00),(-0.05, -0.85, 0.53),(-178.50, 6.22, 0.00),(0.41, 0.51),38.24876,Background_EyeArea
(-0.08, 0.00, 0.01),(-0.05, -0.84, 0.53),(-190.50, 13.97, 0.00),(0.40, 0.51),38.32532,Background_EyeArea
(-0.07, 0.00, 0.01),(-0.05, -0.85, 0.53),(-185.75, 12.61, 0.00),(0.40, 0.51),38.41114,Background_EyeArea
(-0.08, 0.00, 0.00),(-0.06, -0.85, 0.53),(-195.77, 8.43, 0.00),(0.40, 0.51),38.49994,Background_EyeArea
(-0.07, 0.00, 0.00),(-0.05, -0.85, 0.53),(-182.54, 0.28, 0.00),(0.40, 0.50),38.58347,Background_EyeArea
(-0.08, 0.00, 0.01),(-0.06, -0.84, 0.53),(-194.34, 15.59, 0.00),(0.40, 0.51),38.65519,Background_EyeArea
(-0.08, 0.00, 0.00),(-0.06, -0.85, 0.53),(-191.12, 3.22, 0.00),(0.40, 0.50),38.7273,Background_EyeArea
(-0.08, 0.00, 0.00),(-0.06, -0.85, 0.52),(-195.85, -6.67, 0.00),(0.40, 0.49),38.80127,Background_EyeArea
(-0.08, 0.00, 0.00),(-0.06, -0.85, 0.53),(-191.99, -2.06, 0.00),(0.40, 0.50),38.89278,Background_EyeArea
(-0.08, 0.00, 0.00),(-0.06, -0.85, 0.53),(-195.58, 4.06, 0.00),(0.40, 0.50),38.97293,Background_EyeArea
(-0.08, 0.00, 0.00),(-0.07, -0.85, 0.53),(-205.04, -2.26, 0.00),(0.39, 0.50),39.04978,Background_EyeArea
(-0.07, 0.00, 0.00),(-0.05, -0.85, 0.53),(-186.25, 0.93, 0.00),(0.40, 0.50),39.14385,Background_EyeArea
(-0.08, 0.00, 0.00),(-0.06, -0.85, 0.53),(-197.28, 1.28, 0.00),(0.40, 0.50),39.23812,Background_EyeArea
(-0.07, 0.00, 0.00),(-0.06, -0.85, 0.53),(-187.02, -0.23, 0.00),(0.40, 0.50),39.3159,Background_EyeArea
(-0.08, 0.00, 0.00),(-0.06, -0.85, 0.53),(-194.75, -4.09, 0.00),(0.40, 0.50),39.41011,Background_EyeArea
(-0.08, 0.00, -0.02),(-0.06, -0.86, 0.50),(-193.98, -52.98, 0.00),(0.40, 0.45),39.48555,City_Vienna
(-0.08, 0.00, -0.02),(-0.06, -0.86, 0.51),(-195.59, -42.46, 0.00),(0.40, 0.46),39.56578,Background_EyeArea
(-0.08, 0.00, -0.13),(-0.07, -0.94, 0.35),(-201.26, -323.31, 0.00),(0.40, 0.20),39.66215,Background_EyeArea
(-0.08, 0.00, -0.13),(-0.07, -0.94, 0.34),(-194.08, -334.68, 0.00),(0.40, 0.19),39.74097,Card_CityCard_Player1
(-0.08, 0.00, -0.13),(-0.07, -0.94, 0.35),(-194.07, -325.37, 0.00),(0.40, 0.20),39.81512,Background_EyeArea
(-0.08, 0.00, -0.13),(-0.07, -0.94, 0.35),(-199.32, -325.81, 0.00),(0.40, 0.20),39.91674,Background_EyeArea
(-0.02, 0.00, -0.15),(0.04, -0.95, 0.32),(-41.65, -366.95, 0.00),(0.48, 0.16),39.99144,Card_CityCard_Player1
(0.00, 0.00, -0.14),(0.07, -0.94, 0.33),(-4.33, -347.02, 0.00),(0.50, 0.18),40.06037,Card_CityCard_Player1
(0.00, 0.00, -0.14),(0.07, -0.94, 0.33),(-8.64, -345.81, 0.00),(0.50, 0.18),40.13408,Card_CityCard_Player1
(0.00, 0.00, -0.14),(0.07, -0.94, 0.32),(-4.99, -357.64, 0.00),(0.50, 0.17),40.23651,Card_CityCard_Player1
(0.00, 0.00, -0.14),(0.07, -0.94, 0.33),(-7.54, -343.54, 0.00),(0.50, 0.18),40.30825,Card_CityCard_Player1
(0.00, 0.00, -0.14),(0.07, -0.94, 0.33),(-2.76, -346.88, 0.00),(0.50, 0.18),40.4073,Card_CityCard_Player1
(0.00, 0.00, -0.14),(0.07, -0.94, 0.33),(-2.91, -347.53, 0.00),(0.50, 0.18),40.49274,Card_CityCard_Player1
(0.00, 0.00, -0.14),(0.07, -0.94, 0.33),(-5.64, -355.64, 0.00),(0.50, 0.17),40.56889,Card_CityCard_Player1
(-0.01, 0.00, -0.14),(0.06, -0.94, 0.33),(-24.48, -351.21, 0.00),(0.49, 0.17),40.6402,Card_CityCard_Player1
