eyePosition,direction,boardPosition,relativeBoardPosition,timeStamp,object
(-0.02, 0.04, -0.04),(0.01, -0.81, 0.59),(-48.83, -23.28, 0.00),(0.47, 0.48),0.5292749,Card_CityCard
(-0.02, 0.05, -0.04),(0.01, -0.81, 0.59),(-50.70, -13.81, 0.00),(0.47, 0.49),0.5681906,Card_CityCard
(-0.02, 0.05, -0.04),(0.01, -0.81, 0.59),(-47.60, -17.13, 0.00),(0.48, 0.48),0.6199865,Card_CityCard
(-0.02, 0.05, -0.04),(0.01, -0.80, 0.60),(-53.62, -10.25, 0.00),(0.47, 0.49),0.6761999,Card_CityCard
(-0.07, 0.05, -0.03),(-0.10, -0.79, 0.61),(-181.66, 18.48, 0.00),(0.41, 0.52),0.9085665,Card_CityCard
(-0.07, 0.05, -0.03),(-0.11, -0.79, 0.61),(-194.57, 17.14, 0.00),(0.40, 0.52),0.9606714,Card_CityCard
(-0.07, 0.05, -0.03),(-0.11, -0.79, 0.61),(-196.73, 17.00, 0.00),(0.40, 0.52),1.032462,Card_CityCard
(-0.08, 0.05, -0.05),(-0.13, -0.80, 0.58),(-227.29, -27.39, 0.00),(0.38, 0.47),1.280089,Card_CityCard
(-0.14, 0.01, -0.15),(-0.25, -0.91, 0.33),(-355.03, -362.34, 0.00),(0.32, 0.16),1.452629,Card_CityCard
(-0.09, 0.00, -0.09),(0.11, -0.93, 0.35),(-232.07, -212.65, 0.00),(0.38, 0.30),3.02046,City_Bucharest
(-0.07, 0.00, -0.15),(0.13, -0.98, 0.13),(-183.31, -365.69, 0.00),(0.40, 0.16),3.25052,Card_CityCard_Player1
(-0.06, 0.00, -0.14),(0.12, -0.98, 0.17),(-157.93, -346.99, 0.00),(0.42, 0.18),3.309944,Card_CityCard_Player1
(-0.04, 0.00, -0.15),(0.13, -0.98, 0.15),(-107.09, -376.34, 0.00),(0.44, 0.15),3.377575,Card_CityCard_Player1
(-0.02, 0.00, -0.17),(0.14, -0.98, 0.17),(-61.19, -413.30, 0.00),(0.47, 0.12),3.503702,Card_CityCard_Player1
(-0.03, 0.00, -0.19),(0.10, -0.99, 0.14),(-75.22, -464.66, 0.00),(0.46, 0.07),3.57616,Card_CityCard_Player1
(-0.06, 0.00, -0.17),(0.00, -0.98, 0.20),(-138.91, -432.88, 0.00),(0.43, 0.10),3.644955,Card_CityCard_Player1
(-0.04, 0.00, -0.20),(0.03, -0.99, 0.14),(-105.96, -510.58, 0.00),(0.44, 0.03),3.748566,Card_CityCard_Player1
(-0.05, 0.00, -0.20),(0.01, -0.98, 0.18),(-115.04, -498.51, 0.00),(0.44, 0.04),3.794604,Card_CityCard_Player1
(-0.04, 0.00, -0.20),(0.02, -0.98, 0.18),(-106.43, -507.32, 0.00),(0.44, 0.03),3.847465,Card_CityCard_Player1
(-0.04, 0.00, -0.20),(0.02, -0.98, 0.20),(-96.41, -507.52, 0.00),(0.45, 0.03),3.910039,Card_CityCard_Player1
(-0.04, 0.00, -0.19),(0.02, -0.97, 0.26),(-99.41, -463.00, 0.00),(0.45, 0.07),3.967813,Card_CityCard_Player1
(-0.04, 0.00, -0.15),(0.00, -0.94, 0.35),(-112.38, -369.38, 0.00),(0.44, 0.16),4.058963,Card_CityCard_Player1
(-0.04, 0.00, -0.14),(0.01, -0.93, 0.37),(-108.48, -350.42, 0.00),(0.44, 0.18),4.09891,Card_CityCard_Player1
(-0.03, 0.00, -0.15),(0.03, -0.93, 0.36),(-83.33, -374.87, 0.00),(0.46, 0.15),4.153033,Card_CityCard_Player1
(-0.03, 0.00, -0.15),(0.02, -0.93, 0.37),(-67.89, -382.09, 0.00),(0.46, 0.15),4.214332,Card_CityCard_Player1
(-0.04, 0.00, -0.15),(-0.01, -0.93, 0.37),(-94.65, -379.21, 0.00),(0.45, 0.15),4.285392,Card_CityCard_Player1
(-0.04, 0.00, -0.16),(-0.02, -0.94, 0.35),(-93.08, -394.32, 0.00),(0.45, 0.13),4.350751,Card_CityCard_Player1
(-0.03, 0.00, -0.15),(-0.01, -0.93, 0.36),(-72.27, -380.91, 0.00),(0.46, 0.15),4.397239,Card_CityCard_Player1
(-0.02, 0.00, -0.15),(0.01, -0.94, 0.35),(-55.40, -383.53, 0.00),(0.47, 0.14),4.453788,Card_CityCard_Player1
(-0.02, 0.00, -0.15),(0.00, -0.93, 0.36),(-51.62, -375.13, 0.00),(0.47, 0.15),4.508851,Card_CityCard_Player1
(-0.02, 0.00, -0.15),(-0.01, -0.94, 0.35),(-57.09, -376.76, 0.00),(0.47, 0.15),4.560607,Card_CityCard_Player1
(-0.02, 0.00, -0.15),(-0.01, -0.94, 0.35),(-52.86, -366.12, 0.00),(0.47, 0.16),4.619521,Card_CityCard_Player1
(-0.02, 0.00, -0.14),(-0.01, -0.94, 0.34),(-43.95, -354.79, 0.00),(0.48, 0.17),4.690455,Card_CityCard_Player1
(-0.02, 0.00, -0.14),(-0.02, -0.94, 0.34),(-47.18, -342.50, 0.00),(0.48, 0.18),4.756091,Card_CityCard_Player1
(-0.07, 0.00, -0.15),(-0.08, -0.96, 0.27),(-170.09, -368.34, 0.00),(0.41, 0.16),5.436833,Card_CityCard_Player1
(-0.07, 0.00, -0.15),(-0.08, -0.96, 0.26),(-185.79, -379.21, 0.00),(0.40, 0.15),5.503804,Card_CityCard_Player1
(-0.09, 0.00, -0.14),(-0.10, -0.95, 0.28),(-212.66, -359.52, 0.00),(0.39, 0.17),5.566165,Card_CityCard_Player1
(0.05, 0.00, -0.03),(0.23, -0.84, 0.49),(127.23, -75.60, 0.00),(0.57, 0.43),6.389382,City_Stockholm
(0.04, 0.00, -0.01),(0.22, -0.83, 0.52),(111.92, -26.15, 0.00),(0.56, 0.48),6.4532,City_Stockholm
(-0.13, 0.00, 0.02),(-0.15, -0.81, 0.57),(-313.53, 38.52, 0.00),(0.34, 0.54),6.650647,City_Rome
(-0.05, 0.00, -0.09),(0.05, -0.92, 0.39),(-115.07, -220.23, 0.00),(0.44, 0.30),7.174264,City_Kiev
(-0.04, 0.00, -0.08),(0.06, -0.91, 0.40),(-104.99, -209.86, 0.00),(0.45, 0.31),7.231223,City_Kiev
(-0.04, 0.00, -0.09),(0.06, -0.91, 0.40),(-105.35, -214.56, 0.00),(0.45, 0.30),7.283858,City_Kiev
(-0.04, 0.00, -0.10),(0.07, -0.93, 0.36),(-99.74, -257.08, 0.00),(0.45, 0.26),7.34446,City_Kiev
